year,agencyName,countyName,numOfficers,numOfficersPer1000
2018,Indian River Shores Public Safety Department,Indian River,32,7.60
2018,Indian Shores Police Department,Pinellas,19,12.93
2018,Interlachen Police Department,Putnam,6,4.48
2018,Jacksonville Beach Police Department,Duval,65,2.77
2018,Jasper Police Department,Hamilton,8,2.84
2018,Jennings Police Department,Hamilton,13,14.77
2018,Juno Beach Police Department,Palm Beach,15,4.38
2018,Jupiter Inlet Colony Police Department,Palm Beach,14,34.23
2018,Jupiter Island Public Safety Department,Martin,18,21.79
2018,Jupiter Police Department,Palm Beach,117,1.88
2018,Kenneth City Police Department,Pinellas,14,2.74
2018,Key Biscayne Police Department,Miami-Dade,38,2.95
2018,Key Colony Beach Police Department,Monroe,5,6.60
2018,Key West Police Department,Monroe,89,3.63
2018,Kissimmee Police Department,Osceola,139,1.92
2018,Lady Lake Police Department,Lake,24,1.60
2018,Lake Alfred Police Department,Polk,11,1.85
2018,Lake City Police Department,Columbia,38,3.08
2018,Lake Clarke Shores Police Department,Palm Beach,20,5.84
2018,Lake Hamilton Police Department,Polk,8,5.80
2018,Lake Helen Police Department,Volusia,12,4.36
2018,Lake Mary Police Department,Seminole,43,2.57
2018,Lake Placid Police Department,Highlands,13,4.94
2018,Lake Wales Police Department,Polk,48,3.04
2018,Lakeland Police Department,Polk,239,2.26
2018,Lantana Police Department,Palm Beach,35,3.07
2018,Largo Police Department,Pinellas,149,1.78
2018,Lauderhill Police Department,Broward,108,1.51
2018,Lawtey Police Department,Bradford,14,19.50
2018,Leesburg Police Department,Lake,64,2.75
2018,Lighthouse Point Police Department,Broward,31,2.94
2018,Live Oak Police Department,Suwannee,20,2.93
2018,Longboat Key Police Department,Manatee,20,8.24
2018,Longwood Police Department,Seminole,40,2.62
2018,Lynn Haven Police Department,Bay,36,1.70
2018,Madison Police Department,Madison,22,7.14
2018,Maitland Police Department,Orange,52,2.79
2018,Manalapan Police Department,Palm Beach,11,25.88
2018,Marco Island Police Department,Collier,41,2.40
2018,Margate Police Department,Broward,111,1.90
2018,Marianna Police Department,Jackson,26,3.41
2018,Mascotte Police Department,Lake,10,1.72
2018,Medley Police Department,Miami-Dade,37,43.94
2018,Melbourne Beach Police Department,Brevard,9,2.91
2018,Melbourne Police Department,Brevard,149,1.82
2018,Melbourne Village Police Department,Brevard,6,8.92
2018,Mexico Beach Police Department,Bay,10,7.78
2018,Miami Beach Police Department,Miami-Dade,443,4.79
2018,Miami Gardens Police Department,Miami-Dade,205,1.80
2018,Miami Police Department,Miami-Dade,1520,3.16
2018,Miami Shores Police Department,Miami-Dade,43,3.99
2018,Miami Springs Police Department,Miami-Dade,42,2.96
2018,Miccosukee Police Department,Miami-Dade,44,N/A
2018,Midway Police Department,Gadsden,5,1.47
2018,Milton Police Department,Santa Rosa,20,1.96
2018,Miramar Police Department,Broward,211,1.54
2018,Monticello Police Department,Jefferson,11,4.56
2018,Mount Dora Police Department,Lake,44,3.03
2018,Naples Police Department,Collier,68,3.34
2018,Neptune Beach Police Department,Duval,22,3.02
2018,New Port Richey Police Department,Pasco,44,2.77
2018,New Smyrna Beach Police Department,Volusia,41,1.55
2018,Niceville Police Department,Okaloosa,30,2.07
2018,North Bay Village Police Department,Miami-Dade,28,3.12
2018,North Miami Beach Police Department,Miami-Dade,117,2.57
2018,North Miami Police Department,Miami-Dade,122,1.92
2018,North Palm Beach Police Department,Palm Beach,46,3.65
2018,North Port Police Department,Sarasota,94,1.33
2018,Oakland Police Department,Orange,16,5.13
2018,Ocala Police Department,Marion,171,2.85
2018,Ocean Ridge Police Department,Palm Beach,20,10.95
2018,Ocoee Police Department,Orange,79,1.73
2018,Okeechobee Police Department,Okeechobee,33,5.93
2018,Opa Locka Police Department,Miami-Dade,61,3.39
2018,Orange City Police Department,Volusia,27,2.30
2018,Orange Park Police Department,Clay,23,2.67
2018,Orchid Police Department,Indian River,1,2.36
2018,Orlando Police Department,Orange,771,2.70
2018,Ormond Beach Police Department,Volusia,66,1.60
2018,Oviedo Police Department,Seminole,68,1.71
2018,Palatka Police Department,Putnam,35,3.29
2018,Palm Bay Police Department,Brevard,162,1.44
2018,Palm Beach Gardens Police Department,Palm Beach,147,2.73
2018,Palm Beach Police Department,Palm Beach,61,7.35
2018,Palm Beach Shores Public Safety Department,Palm Beach,16,13.15
2018,Palm Springs Public Safety Department,Palm Beach,45,1.92
2018,Palmetto Police Department,Manatee,43,3.23
2018,Panama City Beach Police Department,Bay,81,6.18
2018,Panama City Police Department,Bay,105,2.82
2018,Parker Police Department,Bay,10,2.24
2018,Pembroke Pines Police Department,Broward,251,1.52
2018,Pensacola Police Department,Escambia,145,2.65
2018,Perry Police Department,Taylor,29,4.13
2018,Pinecrest Police Department,Miami-Dade,46,2.49
2018,Pinellas Park Police Department,Pinellas,108,2.03
2018,Plant City Police Department,Hillsborough,67,1.72
2018,Plantation Police Department,Broward,174,1.94
2018,Ponce Inlet Police Department,Volusia,15,4.82
2018,Port Orange Police Department,Volusia,86,1.41
2018,Port Richey Police Department,Pasco,18,6.25
2018,Port St. Joe Police Department,Gulf,7,1.89
2018,Port St. Lucie Police Department,St. Lucie,236,1.27
2018,Punta Gorda Police Department,Charlotte,35,1.80
2018,Quincy Police Department,Gadsden,23,2.81
2018,Riviera Beach Police Department,Palm Beach,108,3.05
2018,Rockledge Police Department,Brevard,54,2.01
2018,Sanford Police Department,Seminole,129,2.19
2018,Sanibel Police Department,Lee,29,4.33
2018,Sarasota Police Department,Sarasota,163,2.92
2018,Satellite Beach Police Department,Brevard,20,1.93
2018,Sea Ranch Lakes Police Department,Broward,13,18.71
2018,Sebastian Police Department,Indian River,39,1.58
2018,Sebring Police Department,Highlands,33,2.98
2018,Seminole Police Department,Pinellas,130,6.89
2018,Sewalls Point Police Department,Martin,9,4.33
2018,Shalimar Police Department,Okaloosa,5,6.12
2018,Sneads Police Department,Jackson,9,4.75
2018,South Daytona Police Department,Volusia,28,2.20
2018,South Miami Police Department,Miami-Dade,52,4.11
2018,South Palm Beach Police Department,Palm Beach,8,5.71
2018,Springfield Police Department,Bay,25,2.60
2018,St. Augustine Beach Police Department,St. Johns,22,3.28
2018,St. Augustine Police Department,St. Johns,62,4.42
2018,St. Cloud Police Department,Osceola,91,1.96
2018,St. Petersburg Police Department,Pinellas,581,2.18
2018,Starke Police Department,Bradford,28,5.23
2018,Stuart Police Department,Martin,51,3.11
2018,Sunny Isles Beach Police Department,Miami-Dade,50,2.22
2018,Sunrise Police Department,Broward,185,2.00
2018,Surfside Police Department,Miami-Dade,31,5.22
2018,Sweetwater Police Department,Miami-Dade,78,3.63
2018,Tallahassee Police Department,Leon,385,2.00
2018,Tampa Police Department,Hillsborough,1081,2.86
2018,Tarpon Springs Police Department,Pinellas,52,2.04
2018,Tavares Police Department,Lake,27,1.56
2018,Temple Terrace Police Department,Hillsborough,45,1.70
2018,Tequesta Police Department,Palm Beach,20,3.41
2018,Titusville Police Department,Brevard,85,1.79
2018,Treasure Island Police Department,Pinellas,21,3.06
2018,Trenton Police Department,Gilchrist,2,0.99
2018,Umatilla Police Department,Lake,10,2.45
2018,Valparaiso Police Department,Okaloosa,11,2.08
2018,Venice Police Department,Sarasota,47,2.06
2018,Vero Beach Police Department,Indian River,54,3.32
2018,Virginia Gardens Police Department,Miami-Dade,28,11.51
2018,Volusia County Beach Safety,Volusia,47,N/A
2018,Volusia County Department Of Public Protection,Volusia,8,N/A
2018,Wauchula Police Department,Hardee,19,3.70
2018,Welaka Police Department,Putnam,1,1.40
2018,West Melbourne Police Department,Brevard,46,2.09
2018,West Miami Police Department,Miami-Dade,32,4.10
2018,West Palm Beach Police Department,Palm Beach,290,2.57
2018,White Springs Police Department,Hamilton,8,10.47
2018,Wildwood Police Department,Sumter,46,4.84
2018,Williston Police Department,Levy,21,7.14
2018,Wilton Manors Police Department,Broward,32,2.49
2018,Windermere Police Department,Orange,18,6.17
2018,Winter Garden Police Department,Orange,65,1.45
2018,Winter Haven Police Department,Polk,107,2.50
2018,Winter Park Police Department,Orange,82,2.71
2018,Winter Springs Police Department,Seminole,45,1.20
2018,Zephyrhills Police Department,Pasco,31,1.96
